728.5,2e-05,,6e-06,1.5e-05,6e-06,,5e-06,1.1e-05,1.4e-05,,,,
728.6,2e-05,,6e-06,1.5e-05,6e-06,,5e-06,1.1e-05,1.4e-05,,,,
728.7,2e-05,1e-06,6e-06,1.4e-05,6e-06,,4e-06,1.1e-05,1.4e-05,,,,
728.8,2e-05,2.00122e-06,5e-06,1.4e-05,5e-06,,3.99939e-06,1.1e-05,1.4e-05,,,,
728.9,2e-05,4e-06,5e-06,1.4e-05,5e-06,,3e-06,1.1e-05,1.4e-05,,,,
729.0,1.6e-05,6e-06,5e-06,1.4e-05,6e-06,,3e-06,1.1e-05,1.4e-05,,,,
729.1,1.3e-05,8e-06,6e-06,1.3e-05,8e-06,,3e-06,1.1e-05,1.4e-05,,,,
729.2,9e-06,1e-05,7e-06,1.3e-05,1e-05,,4e-06,1.1e-05,1.4e-05,,,,
729.3,4.99756e-06,1e-05,9.00122e-06,1.40006e-05,1.10012e-05,,5.00122e-06,1.1e-05,1.4e-05,,,,
729.4,1e-06,1e-05,1.1e-05,1.5e-05,1.3e-05,,7e-06,1.1e-05,1.4e-05,,,,
729.5,3e-06,1e-05,1.2e-05,1.6e-05,1.2e-05,,8e-06,1.1e-05,1.4e-05,,,,
729.6,4e-06,1e-05,1.1e-05,1.7e-05,1e-05,,1e-05,1.1e-05,1.4e-05,,,,
729.7,5e-06,1e-05,9e-06,1.8e-05,7e-06,,9e-06,1.1e-05,1.4e-05,,,,
729.8,7.00061e-06,9.99939e-06,6.99817e-06,1.8e-05,4.99878e-06,,7.99878e-06,1.1e-05,1.29988e-05,,,,
729.9,8e-06,9e-06,4e-06,1.8e-05,3e-06,,6e-06,1.1e-05,1.1e-05,,,,
730.0,9e-06,9e-06,2e-06,1.8e-05,2e-06,,5e-06,1.1e-05,8e-06,,,,
730.1,9e-06,9e-06,2e-06,1.9e-05,2e-06,,3e-06,1.1e-05,5e-06,,,,
730.2,9e-06,9e-06,2e-06,1.9e-05,3e-06,,3e-06,1.1e-05,2e-06,,,,
730.3,9.00061e-06,7.99878e-06,2.00061e-06,1.9e-05,3e-06,,3.00061e-06,1.1e-05,1e-06,,,,
730.4,1e-05,6e-06,3e-06,1.9e-05,3e-06,,4e-06,1.1e-05,1e-06,,,,
730.5,1e-05,4e-06,3e-06,1.9e-05,5e-06,,4e-06,1.1e-05,1e-06,,,,
730.6,1.1e-05,3e-06,4e-06,1.9e-05,7e-06,,5e-06,1.1e-05,2e-06,,,,
730.7,1.2e-05,1e-06,6e-06,1.9e-05,9e-06,,6e-06,1.1e-05,2e-06,,,,
730.8,1.30006e-05,1.00061e-06,8.00122e-06,1.9e-05,1.10012e-05,,7.00061e-06,1.1e-05,3e-06,,,,
730.9,1.4e-05,2e-06,1e-05,1.9e-05,1.3e-05,,8e-06,1.1e-05,3e-06,,,,
731.0,1.5e-05,2e-06,1.2e-05,1.9e-05,1.2e-05,,9e-06,1.1e-05,4e-06,,,,
731.1,1.6e-05,3e-06,1e-05,1.9e-05,1e-05,,1e-05,1.1e-05,5e-06,,,,
731.2,1.7e-05,3e-06,8e-06,1.9e-05,7e-06,,1e-05,1.1e-05,6e-06,,,,
731.3,1.80012e-05,4e-06,5.99878e-06,1.79994e-05,3.99878e-06,,8.99939e-06,1.1e-05,6.00122e-06,,,,
731.4,2e-05,4e-06,4e-06,1.7e-05,2e-06,,8e-06,1.1e-05,8e-06,,,,
731.5,2e-05,4e-06,2e-06,1.6e-05,2e-06,,7e-06,1.1e-05,9e-06,,,,
731.6,2.1e-05,4e-06,1e-06,1.5e-05,2e-06,,6e-06,1.1e-05,1e-05,,,,
731.7,2.1e-05,4e-06,2e-06,1.4e-05,3e-06,,5e-06,1.1e-05,1.1e-05,,,,
731.8,2.10006e-05,4.00061e-06,3e-06,1.50006e-05,4.00061e-06,,4e-06,1.1e-05,1.30006e-05,,,,
731.9,2.2e-05,5e-06,3e-06,1.6e-05,5e-06,,4e-06,1.1e-05,1.4e-05,,,,
732.0,2e-05,5e-06,4e-06,1.8e-05,5e-06,,3e-06,1.1e-05,1.6e-05,,,,
732.1,1.8e-05,5e-06,4e-06,1.9e-05,5e-06,,2e-06,1.1e-05,1.8e-05,,,,
732.2,1.7e-05,5e-06,4e-06,2.1e-05,5e-06,,3e-06,1.1e-05,1.9e-05,,,,
732.3,1.49988e-05,6e-06,4e-06,2.09994e-05,5e-06,,3.00061e-06,1.1e-05,2.10018e-05,,,,
732.4,1.3e-05,6e-06,4e-06,2e-05,5e-06,,4e-06,1.1e-05,2.4e-05,,,,
732.5,1.1e-05,7e-06,4e-06,1.9e-05,4e-06,,5e-06,1.1e-05,2.6e-05,,,,
732.6,9e-06,7e-06,4e-06,1.8e-05,3e-06,,6e-06,1.1e-05,2.8e-05,,,,
732.7,7e-06,8e-06,3e-06,1.7e-05,3e-06,,7e-06,1.1e-05,3e-05,,,,
732.8,4.99878e-06,8e-06,2e-06,1.60006e-05,1.99939e-06,,8.00061e-06,1.1e-05,3.19994e-05,,,,
732.9,3e-06,8e-06,2e-06,1.7e-05,1e-06,,9e-06,1.1e-05,3.1e-05,,,,
733.0,3e-06,8e-06,1e-06,1.8e-05,1e-06,,9e-06,1.1e-05,3.1e-05,,,,
733.1,3e-06,8e-06,1e-06,1.8e-05,2e-06,,1e-05,1.1e-05,3e-05,,,,
733.2,3e-06,8e-06,1e-06,1.9e-05,2e-06,,1e-05,1.1e-05,3e-05,,,,
733.3,3e-06,7.99939e-06,2e-06,1.89994e-05,3e-06,,7.99939e-06,1.1e-05,3.00018e-05,,,,
733.4,3e-06,7e-06,2e-06,1.8e-05,3e-06,,7e-06,1.1e-05,3.3e-05,,,,
733.5,4e-06,6e-06,2e-06,1.8e-05,5e-06,,6e-06,1.1e-05,3.5e-05,,,,
733.6,4e-06,6e-06,4e-06,1.8e-05,7e-06,,5e-06,1.1e-05,3.8e-05,,,,
733.7,4e-06,5e-06,6e-06,1.7e-05,9e-06,,4e-06,1.1e-05,4e-05,,,,
733.8,5e-06,3.99939e-06,7.00122e-06,1.80006e-05,1.20012e-05,,3e-06,1.1e-05,4.30012e-05,,,,
733.9,5e-06,3e-06,9e-06,1.9e-05,1.4e-05,,3e-06,1.1e-05,4.5e-05,,,,
734.0,5e-06,3e-06,1.1e-05,2e-05,1.3e-05,,2e-06,1.1e-05,4.7e-05,,,,
734.1,5e-06,2e-06,1e-05,2.1e-05,1e-05,,2e-06,1.1e-05,5e-05,,,,
734.2,4e-06,1e-06,8e-06,2.2e-05,8e-06,,1e-06,1.1e-05,5.2e-05,,,,
734.3,4e-06,1e-06,5.99878e-06,2.09994e-05,5.99817e-06,,1e-06,1.1e-05,5.4e-05,,,,
734.4,4e-06,1e-06,4e-06,2e-05,3e-06,,1e-06,1.1e-05,5.4e-05,,,,
734.5,7e-06,1e-06,3e-06,1.9e-05,3e-06,,,1.1e-05,5.4e-05,,,,
734.6,1e-05,1e-06,2e-06,1.8e-05,4e-06,,,1.1e-05,5.4e-05,,,,
734.7,1.3e-05,1e-06,3e-06,1.6e-05,4e-06,,1e-06,1.1e-05,5.4e-05,,,,
734.8,1.70018e-05,1.00061e-06,3.00061e-06,1.60006e-05,5e-06,,3.00122e-06,1.1e-05,5.4e-05,,,,
734.9,2e-05,2e-06,4e-06,1.7e-05,5e-06,,5e-06,1.1e-05,5.4e-05,,,,
735.0,1.7e-05,2e-06,4e-06,1.8e-05,6e-06,,7e-06,1.1e-05,5.4e-05,,,,
735.1,1.3e-05,2e-06,4e-06,1.9e-05,6e-06,,9e-06,1.1e-05,5.3e-05,,,,
735.2,1e-05,2e-06,4e-06,2e-05,6e-06,,1e-05,1.1e-05,5.3e-05,,,,
735.3,5.99756e-06,2e-06,4.00061e-06,2e-05,6e-06,,1e-05,1.1e-05,5.30018e-05,,,,
735.4,2e-06,2e-06,5e-06,2e-05,6e-06,,1e-05,1.1e-05,5.6e-05,,,,
735.5,5e-06,2e-06,5e-06,2e-05,7e-06,,1e-05,1.1e-05,5.8e-05,,,,
735.6,9e-06,1e-06,5e-06,2e-05,9e-06,,1e-05,1.1e-05,6.1e-05,,,,
735.7,1.3e-05,1e-06,6e-06,2e-05,1e-05,,9e-06,1.1e-05,6.3e-05,,,,
735.8,1.70018e-05,2.00061e-06,7.00061e-06,2.00006e-05,1.10006e-05,,6.99939e-06,1.1e-05,6.60012e-05,,,,
735.9,2e-05,3e-06,8e-06,2.1e-05,1.2e-05,,6e-06,1.1e-05,6.8e-05,,,,
736.0,1.9e-05,5e-06,9e-06,2.1e-05,1.1e-05,,4e-06,1.1e-05,7.1e-05,,,,
736.1,1.6e-05,6e-06,8e-06,2.2e-05,1e-05,,2e-06,1.1e-05,7.3e-05,,,,
736.2,1.4e-05,7e-06,7e-06,2.2e-05,8e-06,,1e-06,1.1e-05,7.6e-05,,,,
736.3,1.19988e-05,5.99939e-06,5.99939e-06,2.3e-05,6.99878e-06,,1e-06,1.1e-05,7.69988e-05,,,,
736.4,1e-05,5e-06,5e-06,2.3e-05,5e-06,,1e-06,1.1e-05,7.5e-05,,,,
736.5,9e-06,3e-06,4e-06,2.3e-05,6e-06,,1e-06,1.1e-05,7.3e-05,,,,
736.6,8e-06,2e-06,4e-06,2.3e-05,7e-06,,1e-06,1.1e-05,7.1e-05,,,,
736.7,7e-06,1e-06,5e-06,2.3e-05,8e-06,,1e-06,1.1e-05,6.9e-05,,,,
736.8,4.99939e-06,2.00061e-06,6e-06,2.29994e-05,9.00061e-06,,1e-06,1.1e-05,6.90006e-05,,,,
736.9,4e-06,3e-06,6e-06,2.2e-05,1e-05,,1e-06,1.1e-05,7e-05,,,,
737.0,7e-06,4e-06,7e-06,2.2e-05,1.1e-05,,2e-06,1.1e-05,7.2e-05,,,,
737.1,1.1e-05,5e-06,8e-06,2.1e-05,1.2e-05,,2e-06,1.1e-05,7.3e-05,,,,
737.2,1.4e-05,7e-06,8e-06,2e-05,1.2e-05,,3e-06,1.1e-05,7.5e-05,,,,
737.3,1.70018e-05,6e-06,9.00061e-06,2.00006e-05,1.30006e-05,,5.00061e-06,1.1e-05,7.59994e-05,,,,
737.4,2e-05,6e-06,1e-05,2.1e-05,1.4e-05,,6e-06,1.1e-05,7.5e-05,,,,
737.5,2.1e-05,5e-06,1e-05,2.2e-05,1.4e-05,,8e-06,1.1e-05,7.5e-05,,,,
737.6,2.1e-05,4e-06,1e-05,2.3e-05,1.3e-05,,1e-05,1.1e-05,7.4e-05,,,,
737.7,2.1e-05,4e-06,9e-06,2.4e-05,1.2e-05,,1e-05,1.1e-05,7.4e-05,,,,
737.8,2.1e-05,3e-06,8.99939e-06,2.40006e-05,1.1e-05,,1e-05,1.1e-05,7.4e-05,,,,
737.9,2.1e-05,3e-06,8e-06,2.5e-05,1.1e-05,,1e-05,1.1e-05,7.4e-05,,,,
738.0,1.9e-05,2e-06,7e-06,2.5e-05,1e-05,,1e-05,1.1e-05,7.4e-05,,,,
738.1,1.6e-05,2e-06,7e-06,2.6e-05,1e-05,,1e-05,1.1e-05,7.3e-05,,,,
738.2,1.4e-05,2e-06,7e-06,2.6e-05,9e-06,,9e-06,1.1e-05,7.3e-05,,,,
738.3,1.09988e-05,3.00061e-06,6.99939e-06,2.59994e-05,9e-06,,6.99878e-06,1.1e-05,7.40006e-05,,,,
738.4,9e-06,4e-06,6e-06,2.5e-05,9e-06,,5e-06,1.1e-05,7.5e-05,,,,
738.5,8e-06,5e-06,6e-06,2.5e-05,8e-06,,3e-06,1.1e-05,7.6e-05,,,,
738.6,7e-06,6e-06,6e-06,2.4e-05,8e-06,,1e-06,1.1e-05,7.8e-05,,,,
738.7,7e-06,7e-06,6e-06,2.4e-05,7e-06,,1e-06,1.1e-05,7.9e-05,,,,
738.8,5.99939e-06,7e-06,5e-06,2.4e-05,6.99939e-06,,1e-06,1.1e-05,8e-05,,,,
738.9,5e-06,7e-06,5e-06,2.4e-05,6e-06,,1e-06,1.1e-05,8e-05,,,,
739.0,5e-06,7e-06,5e-06,2.5e-05,7e-06,,2e-06,1.1e-05,8e-05,,,,
739.1,4e-06,7e-06,5e-06,2.5e-05,9e-06,,2e-06,1.1e-05,8e-05,,,,
739.2,4e-06,8e-06,6e-06,2.6e-05,1e-05,,2e-06,1.1e-05,8e-05,,,,
739.3,3.99939e-06,6.99939e-06,8.00061e-06,2.60006e-05,1.20012e-05,,3e-06,1.1e-05,8.00012e-05,,,,
739.4,3e-06,6e-06,9e-06,2.7e-05,1.4e-05,,3e-06,1.1e-05,8.2e-05,,,,
739.5,6e-06,5e-06,1e-05,2.8e-05,1.4e-05,,3e-06,1.1e-05,8.4e-05,,,,
739.6,1e-05,4e-06,1e-05,2.9e-05,1.5e-05,,4e-06,1.1e-05,8.5e-05,,,,
739.7,1.4e-05,3e-06,1.1e-05,3e-05,1.5e-05,,4e-06,1.1e-05,8.7e-05,,,,
739.8,1.70024e-05,3e-06,1.1e-05,3.09994e-05,1.6e-05,,3.99939e-06,1.1e-05,8.79982e-05,,,,
739.9,2.1e-05,3e-06,1.1e-05,3e-05,1.6e-05,,3e-06,1.1e-05,8.5e-05,,,,
740.0,2.1e-05,2e-06,1.2e-05,3e-05,1.6e-05,,3e-06,1.1e-05,8.3e-05,,,,
740.1,2.1e-05,2e-06,1.1e-05,3e-05,1.5e-05,,3e-06,1.1e-05,8e-05,,,,
740.2,2.1e-05,2e-06,1.1e-05,2.9e-05,1.4e-05,,4e-06,1.1e-05,7.8e-05,,,,
740.3,2.1e-05,2e-06,9.99939e-06,2.89994e-05,1.19994e-05,,5.00122e-06,1.1e-05,7.70024e-05,,,,
740.4,2.1e-05,2e-06,9e-06,2.8e-05,1.1e-05,,7e-06,1.1e-05,8.1e-05,,,,
740.5,2.1e-05,1e-06,8e-06,2.8e-05,1.1e-05,,8e-06,1.1e-05,8.4e-05,,,,
740.6,2.2e-05,1e-06,8e-06,2.8e-05,1.1e-05,,1e-05,1.1e-05,8.8e-05,,,,
740.7,2.2e-05,1e-06,8e-06,2.7e-05,1.1e-05,,9e-06,1.1e-05,9.1e-05,,,,
740.8,2.2e-05,2.00122e-06,8e-06,2.70006e-05,1.1e-05,,7.99939e-06,1.1e-05,9.29994e-05,,,,
740.9,2.2e-05,4e-06,8e-06,2.8e-05,1.1e-05,,7e-06,1.1e-05,9.2e-05,,,,
741.0,2.2e-05,5e-06,8e-06,2.9e-05,1.2e-05,,5e-06,1.1e-05,9e-05,,,,
741.1,2.2e-05,6e-06,8e-06,2.9e-05,1.2e-05,,4e-06,1.1e-05,8.8e-05,,,,
741.2,2.2e-05,8e-06,9e-06,3e-05,1.3e-05,,4e-06,1.1e-05,8.6e-05,,,,
741.3,2.2e-05,8e-06,1e-05,3e-05,1.40006e-05,,6.00061e-06,1.1e-05,8.39982e-05,,,,
741.4,2.2e-05,8e-06,1e-05,3e-05,1.5e-05,,7e-06,1.1e-05,8.1e-05,,,,
741.5,2e-05,8e-06,1.1e-05,3.1e-05,1.6e-05,,8e-06,1.1e-05,7.9e-05,,,,
741.6,1.9e-05,8e-06,1.2e-05,3.1e-05,1.7e-05,,1e-05,1.1e-05,7.6e-05,,,,
741.7,1.7e-05,8e-06,1.3e-05,3.1e-05,1.8e-05,,9e-06,1.1e-05,7.4e-05,,,,
741.8,1.49994e-05,8e-06,1.40006e-05,3.10006e-05,2.00006e-05,,6.99878e-06,1.1e-05,7.30018e-05,,,,
741.9,1.4e-05,8e-06,1.5e-05,3.2e-05,2.1e-05,,5e-06,1.1e-05,7.6e-05,,,,
742.0,1.5e-05,8e-06,1.6e-05,3.2e-05,2.2e-05,,3e-06,1.1e-05,8e-05,,,,
742.1,1.7e-05,9e-06,1.6e-05,3.3e-05,2.2e-05,,1e-06,1.1e-05,8.3e-05,,,,
742.2,1.9e-05,9e-06,1.7e-05,3.3e-05,2.2e-05,,,1.1e-05,8.7e-05,,,,
742.3,2.00012e-05,9e-06,1.70006e-05,3.4e-05,2.3e-05,,6.10128e-10,1.1e-05,8.9e-05,,,,
742.4,2.2e-05,9e-06,1.8e-05,3.4e-05,2.3e-05,,1e-06,1.1e-05,8.9e-05,,,,
742.5,2.2e-05,9e-06,1.8e-05,3.4e-05,2.5e-05,,1e-06,1.1e-05,8.8e-05,,,,
742.6,2.2e-05,9e-06,1.9e-05,3.4e-05,2.7e-05,,1e-06,1.1e-05,8.8e-05,,,,
742.7,2.2e-05,9e-06,2.1e-05,3.4e-05,2.9e-05,,2e-06,1.1e-05,8.8e-05,,,,
742.8,2.2e-05,8.99939e-06,2.20012e-05,3.4e-05,3.00012e-05,,2.00061e-06,1.1e-05,8.59982e-05,,,,
742.9,2.2e-05,8e-06,2.4e-05,3.4e-05,3.2e-05,,3e-06,1.1e-05,8.3e-05,,,,
743.0,2.2e-05,7e-06,2.5e-05,3.4e-05,3.2e-05,,4e-06,1.1e-05,8e-05,,,,
743.1,2.2e-05,7e-06,2.5e-05,3.4e-05,3e-05,,4e-06,1.1e-05,7.6e-05,,,,
743.2,2.2e-05,6e-06,2.4e-05,3.3e-05,2.9e-05,,4e-06,1.1e-05,7.3e-05,,,,
743.3,2.2e-05,7e-06,2.19994e-05,3.3e-05,2.69994e-05,,3e-06,1.1e-05,7.10018e-05,,,,
743.4,2.2e-05,7e-06,2.1e-05,3.3e-05,2.6e-05,,3e-06,1.1e-05,7.4e-05,,,,
743.5,2e-05,8e-06,2e-05,3.3e-05,2.6e-05,,2e-06,1.1e-05,7.8e-05,,,,
743.6,1.7e-05,9e-06,2.1e-05,3.3e-05,2.8e-05,,1e-06,1.1e-05,8.1e-05,,,,
743.7,1.4e-05,1e-05,2.2e-05,3.3e-05,3e-05,,1e-06,1.1e-05,8.4e-05,,,,
743.8,1.19982e-05,1e-05,2.40006e-05,3.3e-05,3.20006e-05,,2e-06,1.1e-05,8.6e-05,,,,
743.9,9e-06,1e-05,2.5e-05,3.3e-05,3.3e-05,,2e-06,1.1e-05,8.6e-05,,,,
744.0,8e-06,1e-05,2.7e-05,3.3e-05,3.4e-05,,3e-06,1.1e-05,8.6e-05,,,,
744.1,7e-06,1e-05,2.7e-05,3.3e-05,3.4e-05,,4e-06,1.1e-05,8.5e-05,,,,
744.2,6e-06,1e-05,2.7e-05,3.3e-05,3.4e-05,,3e-06,1.1e-05,8.5e-05,,,,
744.3,3.99939e-06,1e-05,2.7e-05,3.4e-05,3.39994e-05,,2.99939e-06,1.1e-05,8.5e-05,,,,
744.4,3e-06,1e-05,2.7e-05,3.4e-05,3.3e-05,,2e-06,1.1e-05,8.5e-05,,,,
744.5,5e-06,1.1e-05,2.7e-05,3.4e-05,3.6e-05,,2e-06,1.1e-05,8.4e-05,,,,
744.6,6e-06,1.1e-05,2.9e-05,3.5e-05,3.9e-05,,1e-06,1.1e-05,8.4e-05,,,,
744.7,8e-06,1.1e-05,3.2e-05,3.5e-05,4.3e-05,,1e-06,1.1e-05,8.3e-05,,,,
744.8,1.00006e-05,9.99939e-06,3.50018e-05,3.49994e-05,4.60018e-05,,2e-06,1.1e-05,8.29994e-05,,,,
744.9,1.1e-05,9e-06,3.8e-05,3.4e-05,4.9e-05,,2e-06,1.1e-05,8.2e-05,,,,
745.0,1e-05,7e-06,4.1e-05,3.4e-05,4.9e-05,,3e-06,1.1e-05,8.1e-05,,,,
745.1,8e-06,6e-06,4.1e-05,3.4e-05,4.8e-05,,3e-06,1.1e-05,8.1e-05,,,,
745.2,6e-06,5e-06,4e-05,3.3e-05,4.6e-05,,3e-06,1.1e-05,8e-05,,,,
745.3,4.99878e-06,4e-06,3.89994e-05,3.3e-05,4.49988e-05,,3e-06,1.1e-05,8.10024e-05,,,,
745.4,3e-06,4e-06,3.8e-05,3.3e-05,4.3e-05,,3e-06,1.1e-05,8.5e-05,,,,
745.5,3e-06,3e-06,3.7e-05,3.4e-05,4.2e-05,,2e-06,1.1e-05,8.9e-05,,,,
745.6,3e-06,2e-06,3.6e-05,3.4e-05,4e-05,,2e-06,1.1e-05,9.3e-05,,,,
745.7,3e-06,2e-06,3.5e-05,3.4e-05,3.9e-05,,3e-06,1.1e-05,9.7e-05,,,,
745.8,3e-06,2.00061e-06,3.29994e-05,3.4e-05,3.69988e-05,,5.00061e-06,1.1e-05,0.000100001,,,,
745.9,3e-06,3e-06,3.2e-05,3.4e-05,3.5e-05,,6e-06,1.1e-05,0.000101,,,,
746.0,7e-06,4e-06,3.1e-05,3.4e-05,3.5e-05,,8e-06,1.1e-05,0.000102,,,,
746.1,1.1e-05,5e-06,3.1e-05,3.4e-05,3.5e-05,,1e-05,1.1e-05,0.000103,,,,
746.2,1.5e-05,6e-06,3.1e-05,3.3e-05,3.5e-05,,1e-05,1.1e-05,0.000104,,,,
746.3,1.90024e-05,5.99939e-06,3.1e-05,3.3e-05,3.5e-05,,7.99939e-06,1.10006e-05,0.000105001,,,,
746.4,2.3e-05,5e-06,3.1e-05,3.3e-05,3.5e-05,,7e-06,1.2e-05,0.000106,,,,
746.5,2.3e-05,4e-06,3.1e-05,3.3e-05,3.6e-05,,6e-06,1.3e-05,0.000107,,,,
746.6,2.3e-05,3e-06,3.3e-05,3.2e-05,3.8e-05,,5e-06,1.4e-05,0.000108,,,,
746.7,2.3e-05,2e-06,3.4e-05,3.2e-05,3.9e-05,,5e-06,1.6e-05,0.000109,,,,
746.8,2.3e-05,2e-06,3.50012e-05,3.19994e-05,4.00012e-05,,7.00061e-06,1.70018e-05,0.00011,,,,
746.9,2.3e-05,2e-06,3.7e-05,3.1e-05,4.2e-05,,8e-06,2e-05,0.00011,,,,
747.0,2.3e-05,2e-06,3.8e-05,3.1e-05,4.1e-05,,9e-06,2.2e-05,0.000111,,,,
747.1,2.3e-05,2e-06,3.8e-05,3e-05,4e-05,,1e-05,2.5e-05,0.000111,,,,
747.2,2.3e-05,2e-06,3.7e-05,3e-05,3.9e-05,,9e-06,2.8e-05,0.000112,,,,
747.3,2.3e-05,4.00122e-06,3.59994e-05,2.89994e-05,3.79994e-05,,6.99878e-06,3.10024e-05,0.000113001,,,,
747.4,2.3e-05,6e-06,3.5e-05,2.8e-05,3.7e-05,,5e-06,3.5e-05,0.000114,,,,
747.5,2e-05,9e-06,3.4e-05,2.7e-05,3.7e-05,,3e-06,3.9e-05,0.000115,,,,
747.6,1.7e-05,1.1e-05,3.5e-05,2.7e-05,3.7e-05,,1e-06,4.3e-05,0.000115,,,,
747.7,1.4e-05,1.4e-05,3.5e-05,2.6e-05,3.7e-05,,1e-06,4.8e-05,0.000116,,,,
747.8,9.99817e-06,1.5e-05,3.6e-05,2.50006e-05,3.8e-05,,9.9939e-07,5.20024e-05,0.000117,,,,
747.9,7e-06,1.5e-05,3.6e-05,2.6e-05,3.8e-05,,,5.6e-05,0.000117,,,,
748.0,7e-06,1.5e-05,3.7e-05,2.6e-05,3.7e-05,,,6e-05,0.000117,,,,
748.1,7e-06,1.5e-05,3.6e-05,2.6e-05,3.6e-05,,,6.4e-05,0.000116,,,,
748.2,8e-06,1.5e-05,3.5e-05,2.6e-05,3.4e-05,,,6.7e-05,0.000116,,,,
748.3,8.00061e-06,1.50006e-05,3.29994e-05,2.59994e-05,3.19994e-05,,1e-06,7.10037e-05,0.000117002,,,,
748.4,9e-06,1.6e-05,3.2e-05,2.5e-05,3.1e-05,,1e-06,7.7e-05,0.000121,,,,
748.5,8e-06,1.6e-05,3e-05,2.4e-05,3e-05,,2e-06,8.3e-05,0.000125,,,,
748.6,8e-06,1.6e-05,3e-05,2.3e-05,3.1e-05,,2e-06,8.9e-05,0.000129,,,,
748.7,7e-06,1.6e-05,3.1e-05,2.2e-05,3.1e-05,,3e-06,9.6e-05,0.000133,,,,
748.8,6e-06,1.39988e-05,3.1e-05,2.09994e-05,3.1e-05,,5.00122e-06,0.000102004,0.000136001,,,,
748.9,6e-06,1.2e-05,3.1e-05,2e-05,3.1e-05,,7e-06,0.000109,0.000137,,,,
749.0,5e-06,1e-05,3.2e-05,1.9e-05,2.9e-05,,8e-06,0.000116,0.000139,,,,
749.1,5e-06,8e-06,3e-05,1.8e-05,2.6e-05,,1e-05,0.000122,0.00014,,,,
749.2,4e-06,5e-06,2.7e-05,1.7e-05,2.3e-05,,9e-06,0.000129,0.000141,,,,
749.3,4e-06,5e-06,2.39982e-05,1.7e-05,2.09982e-05,,7.99878e-06,0.000136007,0.000142001,,,,
749.4,4e-06,5e-06,2.1e-05,1.7e-05,1.8e-05,,6e-06,0.000147,0.000143,,,,
749.5,3e-06,6e-06,1.8e-05,1.6e-05,1.7e-05,,4e-06,0.000161,0.000143,,,,
749.6,2e-06,6e-06,1.8e-05,1.6e-05,1.8e-05,,3e-06,0.000197,0.000144,,,,
749.7,2e-06,6e-06,1.9e-05,1.6e-05,1.8e-05,,3e-06,0.000236,0.000145,,,,
749.8,1e-06,6e-06,2e-05,1.49994e-05,1.90006e-05,,5.00061e-06,0.000280031,0.000146003,,,,
749.9,1e-06,6e-06,2e-05,1.4e-05,2e-05,,6e-06,0.00033,0.000151,,,,
750.0,2e-06,5e-06,2.1e-05,1.3e-05,1.8e-05,,8e-06,0.000383,0.000156,,,,
750.1,4e-06,5e-06,2e-05,1.1e-05,1.6e-05,,1e-05,0.000449,0.000161,,,,
750.2,6e-06,5e-06,1.7e-05,1e-05,1.3e-05,,9e-06,0.000522,0.000166,,,,
750.3,7.00122e-06,4e-06,1.39988e-05,1e-05,1.09982e-05,,6.99878e-06,0.000595051,0.000168999,,,,
750.4,9e-06,4e-06,1.2e-05,1e-05,8e-06,,5e-06,0.000679,0.000168,,,,
750.5,9e-06,4e-06,9e-06,9e-06,9e-06,,3e-06,0.000775,0.000167,,,,
750.6,9e-06,3e-06,1e-05,9e-06,1.1e-05,,1e-06,0.000899,0.000166,,,,
750.7,8e-06,3e-06,1.3e-05,9e-06,1.3e-05,,2e-06,0.001021,0.000165,,,,
750.8,8e-06,2e-06,1.50012e-05,8.99939e-06,1.50012e-05,,4.00122e-06,0.0011441,0.000165001,,,,
750.9,8e-06,2e-06,1.7e-05,8e-06,1.7e-05,,6e-06,0.001309,0.000166,,,,
751.0,1.2e-05,2e-06,2e-05,8e-06,1.7e-05,,8e-06,0.001494,0.000167,,,,
751.1,1.6e-05,1e-06,2e-05,8e-06,1.6e-05,,9e-06,0.0017,0.000168,,,,
751.2,2e-05,1e-06,1.8e-05,7e-06,1.5e-05,,1e-05,0.001929,0.000169,,,,
751.3,2.40024e-05,2.00061e-06,1.69994e-05,6.99939e-06,1.39994e-05,,7.99939e-06,0.00222021,0.00017,,,,
751.4,2.8e-05,3e-06,1.6e-05,6e-06,1.3e-05,,7e-06,0.002563,0.00017,,,,
751.5,2.6e-05,5e-06,1.5e-05,5e-06,1.4e-05,,6e-06,0.002899,0.000171,,,,
751.6,2.4e-05,6e-06,1.6e-05,5e-06,1.5e-05,,5e-06,0.00325,0.000171,,,,
751.7,2.1e-05,8e-06,1.8e-05,4e-06,1.7e-05,,4e-06,0.003691,0.000171,,,,
751.8,1.79982e-05,7.99939e-06,2.10012e-05,4e-06,1.90012e-05,,3.99939e-06,0.00423437,0.000172002,,,,
751.9,1.5e-05,7e-06,2.3e-05,4e-06,2.1e-05,,3e-06,0.004841,0.000175,,,,
752.0,1.7e-05,7e-06,2.5e-05,4e-06,2e-05,,2e-06,0.005533,0.000178,,,,
752.1,1.8e-05,7e-06,2.4e-05,4e-06,1.9e-05,,2e-06,0.006287,0.000181,,,,
752.2,2e-05,7e-06,2.3e-05,4e-06,1.8e-05,,2e-06,0.007104,0.000184,,,,
752.3,2.20012e-05,1.00024e-05,2.09994e-05,4e-06,1.59994e-05,,3.00061e-06,0.00823383,0.000187002,,,,
752.4,2.4e-05,1.4e-05,2e-05,4e-06,1.5e-05,,4e-06,0.009593,0.00019,,,,
